endpoint,endpoint_label,unit,family,link,endpoint_tier,term,label,order,coef,se,z,p_link,link_contrast,link_lo,link_hi,link_exp,link_exp_lo,link_exp_hi,link_meaning,ci_excludes_null,effect,eff_lo,eff_hi,scale,p_response,p_test,tier,p_holm,significant,verdict,structural
prop_engineered_selected,Engineered share of selected features,proportion,beta,logit,requested,AC,model:critic,two-way,-0.0653126728962863,0.0240596268993863,-2.7146170291590055,0.0066352451922929,-0.2612506915851452,-0.44987470040221816,-0.07262668276807221,0.7700878408729529,0.6377080511782924,0.9299479308197783,ratio of odds ratios,True,-0.0193197814149524,-0.0329793864363046,-0.0056601763936003,difference of marginal means (eight cells),0.0055692357701062,0.0066352451922929,exploratory,,,CI only (no verdict),False
prop_engineered_selected,Engineered share of selected features,proportion,beta,logit,requested,BC,effort:critic,two-way,-0.0436304709012758,0.0240593823685374,-1.8134493326949033,0.0697625465757564,-0.1745218836051032,-0.3631439753355484,0.014100208125341962,0.8398584748969009,0.695486293417953,1.014200084935765,ratio of odds ratios,False,-0.0113599854646437,-0.0250195526349954,0.0022995817057079,difference of marginal means (eight cells),0.1031004465785,0.0697625465757564,exploratory,,,CI only (no verdict),False
prop_engineered_selected,Engineered share of selected features,proportion,beta,logit,requested,ABC,model:effort:critic,three-way,0.0171669261456531,0.0240591274936516,0.7135307026484196,0.4755174213606198,0.1373354091652248,-0.2399047779308917,0.5145755962613413,1.1472128697082493,0.7867027689654884,1.6729283540655389,ratio of ratio-of-odds-ratios,False,0.0027105425878944,-0.0109490060418687,0.0163700912176576,difference of marginal means (eight cells),0.6973302252777487,0.4755174213606198,exploratory,,,CI only (no verdict),False
total_tokens,Total tokens,tokens,negbin,log,extra,A,model,main,0.1396546526436649,0.0203334697648113,6.868215521452637,6.500995632487836e-12,0.2793093052873298,0.1996035684478012,0.35901504212685836,1.322216249104845,1.2209186515328034,1.4319183405069913,ratio of means,True,1.424259862666293,1.3037688066305937,1.555886401090253,ratio of marginal means (eight cells),4.4475501126752224e-15,4.4475501126752224e-15,main (Holm within endpoint),8.895100225350445e-15,True,significant,False
total_tokens,Total tokens,tokens,negbin,log,extra,B,effort,main,0.0786903901522077,0.0203334697648113,3.869993221146532,0.00010883837955,0.1573807803044154,0.07767504346488684,0.23708651714394396,1.170441210018668,1.0807713978722262,1.267550777904583,ratio of means,True,1.1195538174628483,1.0227205940187656,1.2255554034268703,ratio of marginal means (eight cells),0.0144165704001696,0.0144165704001696,main (Holm within endpoint),0.0144165704001696,True,significant,False
total_tokens,Total tokens,tokens,negbin,log,extra,C,critic,main,0.5163533300787458,0.0203334697648113,25.39425568047105,2.9186271091331946e-142,1.0327066601574917,0.9530009233179632,1.1124123969970203,2.8086576375727503,2.5934808302380183,3.04168730808462,ratio of means,True,2.8570401375579406,2.6347849027608294,3.098043540125012,ratio of marginal means (eight cells),2.1326156935221412e-142,2.1326156935221412e-142,main (Holm within endpoint),6.397847080566424e-142,True,significant,False
total_tokens,Total tokens,tokens,negbin,log,extra,AB,model:effort,two-way,-0.022577031276509,0.0203334697648113,-1.1103383503970587,0.2668532531547881,-0.090308125106036,-0.24971959878509314,0.06910334857302114,0.9136496235082086,0.7790191903765543,1.0715469462738083,ratio of ratios (how much one factor's ratio shifts),False,0.9671397782914138,0.8835080291050326,1.058688002757662,ratio of marginal means (eight cells),0.4690228588313763,0.2668532531547881,exploratory,,,CI only (no verdict),False
total_tokens,Total tokens,tokens,negbin,log,extra,AC,model:critic,two-way,0.0817172646979643,0.0203334697648113,4.01885490490081,5.848166894654219e-05,0.3268690587918572,0.16745758511280004,0.4862805324709143,1.3866198996076786,1.1822951422063253,1.6262561498814576,ratio of ratios (how much one factor's ratio shifts),True,1.3419080572240971,1.2282613746583009,1.466070065537888,ratio of marginal means (eight cells),7.335090910830295e-11,5.848166894654219e-05,exploratory,,,CI only (no verdict),False
total_tokens,Total tokens,tokens,negbin,log,extra,BC,effort:critic,two-way,-0.0360106538478944,0.0203334697648113,-1.7710038800270922,0.0765600565093001,-0.1440426153915776,-0.30345408907063476,0.015368858287479553,0.8658508487000052,0.7382637827301314,1.0154875665471557,ratio of ratios (how much one factor's ratio shifts),False,0.9953896205057844,0.9093157742261918,1.0896110291870826,ratio of marginal means (eight cells),0.9202311746986418,0.0765600565093001,exploratory,,,CI only (no verdict),False
total_tokens,Total tokens,tokens,negbin,log,extra,ABC,model:effort:critic,three-way,-0.0056603371865448,0.0203334697648113,-0.278375370854831,0.7807242238073638,-0.0452826974923584,-0.3641056448504727,0.27354024986575587,0.9557272619393276,0.6948177869441935,1.314610271034135,ratio of ratio-of-ratios,False,0.9775352305271036,0.8930127257377497,1.0700576815769818,ratio of marginal means (eight cells),0.6224148689784654,0.7807242238073638,exploratory,,,CI only (no verdict),False
n_turns_total,Agent turns,turns,negbin,log,extra,A,model,main,0.0573294026784885,0.0269610440366246,2.126379178811124,0.033471700008676,0.114658805356977,0.008973454762211758,0.22034415595174225,1.1214907256582292,1.0090138369061317,1.2465056491137383,ratio of means,True,1.1559829152640029,1.0436589225123565,1.280395799391483,ratio of marginal means (eight cells),0.0054470414692476,0.0054470414692476,main (Holm within endpoint),0.0108940829384952,True,significant,False
n_turns_total,Agent turns,turns,negbin,log,extra,B,effort,main,-0.0106876198643755,0.0269610440366246,-0.3964097180308441,0.6918027981096788,-0.021375239728751,-0.12706059032351624,0.08431011086601425,0.9788515916415763,0.8806803102756391,1.087966231650349,ratio of means,False,0.9385206628608956,0.8473945356334752,1.0394462054896203,ratio of marginal means (eight cells),0.2233883194662694,0.2233883194662694,main (Holm within endpoint),0.2233883194662694,False,not significant,False
n_turns_total,Agent turns,turns,negbin,log,extra,C,critic,main,0.351130095617901,0.0269610440366246,13.023608994552148,8.982305730627584e-39,0.702260191235802,0.5965748406410367,0.8079455418305672,2.0183093211603627,1.8158884292263378,2.24329449448519,ratio of means,True,2.030030028860717,1.8267989242271776,2.2558705632146303,ratio of marginal means (eight cells),1.5742491884021132e-39,1.5742491884021132e-39,main (Holm within endpoint),4.722747565206339e-39,True,significant,False
n_turns_total,Agent turns,turns,negbin,log,extra,AB,model:effort,two-way,-0.034270513756944,0.0269610440366246,-1.271112265177491,0.2036887125327937,-0.137082055027776,-0.34845275621730654,0.07428864616175448,0.8718986795264038,0.7057792579181904,1.0771176665098383,ratio of ratios (how much one factor's ratio shifts),False,0.9311004815284332,0.8406699746865818,1.0312585590150227,ratio of marginal means (eight cells),0.1708462859211592,0.2036887125327937,exploratory,,,CI only (no verdict),False
n_turns_total,Agent turns,turns,negbin,log,extra,AC,model:critic,two-way,0.0433690033134516,0.0269610440366246,1.6085802632323123,0.107708152760114,0.1734760132538064,-0.03789468793572409,0.3848467144433369,1.1894321558201915,0.9628143315170442,1.4693890680562884,ratio of ratios (how much one factor's ratio shifts),False,1.1377118723007262,1.0271984216503594,1.2601151608998593,ratio of marginal means (eight cells),0.0133355152273393,0.107708152760114,exploratory,,,CI only (no verdict),False
n_turns_total,Agent turns,turns,negbin,log,extra,BC,effort:critic,two-way,-0.0563589314429761,0.0269610440366246,-2.0903838651951525,0.0365833310970281,-0.2254357257719044,-0.4368064269614349,-0.014065024582373908,0.7981683604544978,0.6460964861666529,0.9860334257665281,ratio of ratios (how much one factor's ratio shifts),True,0.8842203642024009,0.7983036757916719,0.9793837560560846,ratio of marginal means (eight cells),0.0183044246649571,0.0365833310970281,exploratory,,,CI only (no verdict),False
n_turns_total,Agent turns,turns,negbin,log,extra,ABC,model:effort:critic,three-way,0.0084334295626694,0.0269610440366246,0.3128005559136815,0.7544321930070116,0.0674674365013552,-0.35527396587770577,0.4902088388804162,1.0697954227489015,0.7009813719224703,1.6326571466453748,ratio of ratio-of-ratios,False,0.9842674555488434,0.8886979078966701,1.0901144420891735,ratio of marginal means (eight cells),0.7609063519245001,0.7544321930070116,exploratory,,,CI only (no verdict),False
inner_cv_score,Inner-CV score (Optuna best),score,beta,logit,extra,A,model,main,0.0090162137651193,0.0017870451814471,5.045319423775208,4.527643253300856e-07,0.0180324275302386,0.011027339141474274,0.025037515919002926,1.0181959934358262,1.0110883643547008,1.0253535868849888,odds ratio,True,0.0043608934445025,0.0026656805779398,0.0060561063110651,difference of marginal means (eight cells),4.607895728230295e-07,4.607895728230295e-07,main (Holm within endpoint),1.3823687184690885e-06,True,significant,False
inner_cv_score,Inner-CV score (Optuna best),score,beta,logit,extra,B,effort,main,0.0058263633301064,0.0017870451800073,3.260333535653805,0.0011128126781224,0.0116527266602128,0.004647638277092386,0.018657815043333213,1.0117208841624912,1.0046584552992461,1.018832959650602,odds ratio,True,0.0028206876509466,0.0011254747855755,0.0045159005163177,difference of marginal means (eight cells),0.0011093760181024,0.0011093760181024,main (Holm within endpoint),0.0022187520362049,True,significant,False
inner_cv_score,Inner-CV score (Optuna best),score,beta,logit,extra,C,critic,main,0.0044752133887162,0.0017870451795836,2.5042530764436974,0.0122710225503492,0.0089504267774324,0.0019453383959728609,0.01595551515889194,1.0089906016183852,1.0019472317942781,1.0160834840883735,odds ratio,True,0.0021639946329542,0.0004687817679409,0.0038592074979675,difference of marginal means (eight cells),0.0123508544259172,0.0123508544259172,main (Holm within endpoint),0.0123508544259172,True,significant,False
inner_cv_score,Inner-CV score (Optuna best),score,beta,logit,extra,AB,model:effort,two-way,0.0014893599724748,0.0017870451790421,0.8334204361152269,0.4046076530924739,0.0059574398898992,-0.008052736868774599,0.019967616648572998,1.005975220726806,0.9919795995596318,1.0201683030231627,ratio of odds ratios,False,0.0007181730522454,-0.0009770398123176,0.0024133859168084,difference of marginal means (eight cells),0.406349823748579,0.4046076530924739,exploratory,,,CI only (no verdict),False
inner_cv_score,Inner-CV score (Optuna best),score,beta,logit,extra,AC,model:critic,two-way,0.0045496133833741,0.001787045179604,2.545886044348435,0.0109000765023226,0.0181984535334964,0.004188276770417387,0.03220863029657541,1.0183650544810259,1.0041970598592918,1.032732942211021,ratio of odds ratios,True,0.0022000214395021,0.0005048085744718,0.0038952343045324,difference of marginal means (eight cells),0.0109713062957398,0.0109000765023226,exploratory,,,CI only (no verdict),False
inner_cv_score,Inner-CV score (Optuna best),score,beta,logit,extra,BC,effort:critic,two-way,-0.0024438909146572,0.0017870451791565,-1.3675596695382288,0.171449947775594,-0.0097755636586288,-0.023785740418199478,0.004234613100941878,0.9902720618487278,0.9764949107366566,1.0042435917442192,ratio of odds ratios,False,-0.001183908541226,-0.0028791214058867,0.0005113043234345,difference of marginal means (eight cells),0.1710598213367776,0.171449947775594,exploratory,,,CI only (no verdict),False
inner_cv_score,Inner-CV score (Optuna best),score,beta,logit,extra,ABC,model:effort:critic,three-way,-0.0023317951281261,0.0017870451791402,-1.3048327794644707,0.1919497946603356,-0.0186543610250088,-0.046674714543894574,0.009365992493876978,0.9815185546875418,0.9543977988264276,1.0094099906564502,ratio of ratio-of-odds-ratios,False,-0.0011295935972958,-0.0028248064619427,0.0005656192673511,difference of marginal means (eight cells),0.1915495953277627,0.1919497946603356,exploratory,,,CI only (no verdict),False
