endpoint,endpoint_label,unit,method,group1,group2,letter1,letter2,letters_share,estimate,ci_lo,ci_hi,p_raw,p_adj,significant
n_engineered_features_selected,Engineered features selected,features,Mann-Whitney U + Holm,+--,---,c,a,False,,,,0.0001583979717831,0.0042574900898991,True
n_engineered_features_selected,Engineered features selected,features,Mann-Whitney U + Holm,-++,-+-,b,b,True,,,,1.0,1.0,False
n_engineered_features_selected,Engineered features selected,features,Mann-Whitney U + Holm,-++,--+,b,ab,True,,,,0.0218527360676304,0.1092636803381522,False
n_engineered_features_selected,Engineered features selected,features,Mann-Whitney U + Holm,-++,---,b,a,False,,,,0.0034943009145723,0.037527505330975,True
n_engineered_features_selected,Engineered features selected,features,Mann-Whitney U + Holm,-+-,--+,b,ab,True,,,,0.0147795936418206,0.1017043714503648,False
n_engineered_features_selected,Engineered features selected,features,Mann-Whitney U + Holm,-+-,---,b,a,False,,,,0.0027999259650244,0.0335991115802932,True
n_engineered_features_selected,Engineered features selected,features,Mann-Whitney U + Holm,--+,---,ab,a,True,,,,0.315777430418978,1.0,False
prop_engineered_selected,Engineered share of selected features,proportion,Mann-Whitney U + Holm,+++,++-,bcd,d,True,,,,0.0491953535114038,0.4919535351140386,False
prop_engineered_selected,Engineered share of selected features,proportion,Mann-Whitney U + Holm,+++,+-+,bcd,bd,True,,,,0.3844942826161789,1.0,False
prop_engineered_selected,Engineered share of selected features,proportion,Mann-Whitney U + Holm,+++,+--,bcd,d,True,,,,0.025581296157479,0.330393506753369,False
prop_engineered_selected,Engineered share of selected features,proportion,Mann-Whitney U + Holm,+++,-++,bcd,abc,True,,,,0.0254148851348745,0.330393506753369,False
prop_engineered_selected,Engineered share of selected features,proportion,Mann-Whitney U + Holm,+++,-+-,bcd,abc,True,,,,0.0310188046663847,0.3412068513302325,False
prop_engineered_selected,Engineered share of selected features,proportion,Mann-Whitney U + Holm,+++,--+,bcd,ac,True,,,,0.0045254313891847,0.0724069022269556,False
prop_engineered_selected,Engineered share of selected features,proportion,Mann-Whitney U + Holm,+++,---,bcd,a,False,,,,0.0005527697927464,0.0105026260621832,True
prop_engineered_selected,Engineered share of selected features,proportion,Mann-Whitney U + Holm,++-,+-+,d,bd,True,,,,0.2409675511172134,1.0,False
prop_engineered_selected,Engineered share of selected features,proportion,Mann-Whitney U + Holm,++-,+--,d,d,True,,,,0.7320776563029536,1.0,False
